Gene_Symbol	Gene_ID
SPPM	8090
OIP5-AS1	729082
IMPG2	50939
MIR655	724025
RNU6-45P	100873759
SSX3	10214
CRYBB1	1414
LOC129656	129656
TFAP2C	7022
LINC01503	100506119
OR14I1	401994
RNA5SP477	100873719
FAM45B	55855
LINC00086	399668
FAM43A	131583
ARMC12	221481
CD163	9332
TRBV10-2	28584
FXN	2395
SDCBPP1	100128930
HSP90AA4P	3323
CUL5	8065
KCTD13	253980
FGF14-AS2	283481
SNORD116-22	100033433
WARS	7453
HMGB3P12	100873898
MIR598	693183
OLFM3	118427
XRCC6P4	100422546
PPFIA2	8499
PARPBP	55010
RELL2	285613
LOC645195	645195
LINC00958	100506305
GPR39	2863
HSD3BP2	440606
C11ORF68	83638
ORC6	23594
MIR1293	100302220
LOC100128361	100128361
FLRT2	23768
GDF15	9518
OR2L8	391190
CALY	50632
AGO4	192670
HOXC10	3226
ALDH7A1	501
RSPH4A	345895
LINC00393	100874156
DYNC2LI1	51626
NMD3P1	441238
AKAP14	158798
EMC8	10328
MGC2889	84789
LOC100505932	100505932
RNA5SP233	100873491
LOC100509457	100509457
SS18	6760
ANKRD2	26287
SCHIP1	29970
COMMD7	149951
ZFAND6	54469
C10ORF2	56652
CXORF23	256643
LOC100132977	100132977
OR7G1	125962
ZBTB21	49854
ANKFY1	51479
MED19	219541
CISD2	493856
PEA15	8682
AGXT2	64902
SNRPB2	6629
CUL1	8454
ZMYND10-AS1	100874210
RPL35P1	440737
TRAV8-2	28684
ST7-AS2	93654
LRRIQ4	344657
TPMTP2	100420393
VN1R96P	100127969
GPR32	2854
DUSP11	8446
LOC100293211	100293211
GABRR2	2570
GLULP3	401708
KRTAP22-1	337979
TNFRSF6B	8771
TIMP3	7078
GPR148	344561
HAO1	54363
SORBS1	10580
RNMTL1	55178
MYH13	8735
PLCG2	5336
DMRT3	58524
ATFB1	406216
SORD	6652
FBRSL1	57666
H3F3BP1	100287087
TTTY1	50858
PAQR4	124222
PLEKHB1	58473
WG	474168
SMYD3	64754
MIR5003	100847029
DPYD-IT1	100874267
ELAC2	60528
LOC100507560	100507560
AKR1C5P	100996684
TAF9	6880
RPL24P6	100129808
ATOD3	117187
PROSER1	80209
HBQ1	3049
OR8I1P	79498
MRX82	378484
SDAD1P1	157489
PDON2	406237
ATP7A	538
TP53AIP1	63970
RTEL1	51750
S100A12	6283
TTTY17B	474151
CSNK2A3	283106
RASAL1	8437
ALAD	210
P2RX3	5024
MRPS31P5	100887750
DUSP8	1850
KLRF1	51348
MIR1307	100302174
MXI1	4601
ATP5SL	55101
SOD2	6648
RNA5SP382	100873637
MIR1260A	100302236
EEF1A1P28	442709
MIR4532	100616353
SCAND2P	54581
UGT2A3	79799
MIR1470	100302127
MIR3910-2	100500902
ARFIP2	23647
DUXAP2	503631
LINC01465	283416
BARX1	56033
NPIPA2	642799
IGKV1-16	28938
XAF1	54739
GANC	2595
MYO1E	4643
CCDC176	80127
ABCB4	5244
NAGK	55577
SLC25A24	29957
MYLIP	29116
MIR548I3	100302186
TMPRSS13	84000
RPL39P29	100271522
SOGA1	140710
DEL1Q21	100217370
DCTN3	11258
IL23A	51561
SENP3	26168
TCP10	6953
POLR2M	81488
HYAL4	23553
NEO1	4756
AAR2	25980
GSTM4	2948
DNAJB8-AS1	285224
PCDH9-AS1	100874065
OR2H4P	442189
GSG1L	146395
LENEP	55891
RAB5CP1	100420734
C6ORF147	387097
GOLGA6L4	643707
TTTY23	252955
MIR4500	100616182
KRTAP20-4	100151643
ZNF775	285971
KLF12	11278
TMCC2	9911
TMEM254-AS1	219347
SLC25A2	83884
ARGFXP2	503640
ZSWIM5P1	100130110
VPS26AP1	100421731
CACNA1E	777
ZNF200	7752
MYCLP2	645136
PEX11A	8800
PKLR	5313
MTCO2P1	140909
OR4C10P	79526
GAS1	2619
CYBRD1	79901
XRCC3	7517
PKP1	5317
CLDN8	9073
CXADR	1525
LOC100128508	100128508
NT5C1B-RDH14	100526794
POLR3E	55718
GAGE5	2577
LOC727751	727751
NPPB	4879
ERCC4	2072
OR2T34	127068
YBX1P7	100861431
FTLP8	100462790
CRYGEP	200575
GDPGP1	390637
WNT1	7471
VGLL2	245806
DKK4	27121
FER1L6	654463
ISX	91464
PITX1	5307
MYH16	84176
TALDO1	6888
KLHL26	55295
LINC00997	401321
IGHV3-13	28449
ARFGEF2	10564
ART3	419
RPS12P15	100271059
APOBEC4	403314
SPATA17	128153
ANKRD66	100287718
OR6C6	283365
FLJ42393	401105
RNU1-24P	100873865
LOC286297	286297
LINC00242	401288
NPM1P47	100129972
IGHVII-74-1	28357
TMEM236	653567
ISCA1P3	100131092
CCDC39	339829
GPR50-AS1	100128688
MMDK	10305
SLIRP	81892
SNAR-A10	100170216
POROK2	100196910
GALNT15	117248
MRPL57P1	126581
SNORD102	26771
NSFP1	728806
LINC01021	643401
OR7E37P	100506759
SLC44A4	80736
PIGV	55650
MANEAL	149175
RHOXF2	84528
RPL7P32	100130892
HNRNPA3	220988
MPC1	51660
VN1R42P	100312794
MALT1	10892
VAPB	9217
KRBOX1-AS1	100506275
LOC400863	400863
C12ORF50	160419
PSORS9	359825
OR2A2	442361
MRT24	100852402
LOC643201	643201
MIR22HG	84981
TRNW	4578
MRRFP1	286423
SLC9A2	6549
CLDN24	100132463
MIR4509-2	100616228
WDR74	54663
OR5M4P	79518
SH3RF2	153769
LINC00221	338005
ZNF395	55893
FAM197Y8	100287798
LOC388882	388882
NIPA2P1	100132321
OXNAD1	92106
BEX4	56271
ZNF608	57507
C9ORF131	138724
TMEM82	388595
TAS1R2	80834
TFEC	22797
OTUD4	54726
MIR3160-2	100422825
C1ORF200	644997
MIR4665	100616288
PLXNA3	55558
SALL4P7	390483
DHS	10774
PANK4	55229
YPLR6490	389102
IGKV3D-34	28871
LINC00870	201617
NRIP2	83714
SPACA3	124912
LOC400940	400940
TOLLIP-AS1	255512
INSL6	11172
TWSG1	57045
P2RY13	53829
LOC648044	648044
PNMA2	10687
MXRA5Y	286544
MIR4728	100616132
ANKIB1	54467
CASP14	23581
PHB2P1	645318
ZNF700	90592
CYCSP10	360166
SMARCE1	6605
MIR564	693149
PRORSD1P	344405
SYCE1	93426
PACRGL	133015
ANGPTL1	9068
TMC5	79838
TOR1AIP2	163590
FHL1	2273
PRR20E	729250
EEF1A1P31	553820
RNF2	6045
ARPC2	10109
KIR3DP1	548594
RPS21	6227
FLJ37201	283011
PIGY	84992
NFATC3	4775
LOC100506827	100506827
RPS4XP1	400064
BTBD8	284697
CHORDC1	26973
RBM43	375287
C1ORF132	100128537
AGFG1	3267
MYH1	4619
TCHH	7062
BMS1P12	644684
ZEB1-AS1	220930
SNORD115-44	100033818
ANAPC16	119504
CSMD2-AS1	402779
LOC253842	253842
HHPP	100861529
TPTE2	93492
MYP12	664780
CCDC75P1	344709
ANKRD20A20P	728788
TVP23C-CDRT4	100533496
RPTN	126638
INDX	8259
AKAP3	10566
GMFB	2764
ZNF185	7739
OR5A2	219981
CCDC167	154467
WDR93	56964
SUGP1	57794
ARHI1	100233147
CD97	976
SCAMP4	113178
PIN1P1	5301
EIF4E2P1	128770
MKNK2P1	389948
ZNF766	90321
MAPKAPK2	9261
FABP1	2168
ZFP2	80108
CCL24	6369
RFX5	5993
ABCF2P1	344653
CEACAMP1	1090
STK17A	9263
MAP3K3	4215
LOC440311	440311
IGKV3-31	28910
POLR2KP2	100129174
FAM27E3	100131997
NACAP1	83955
STARD7	56910
PRKCA	5578
RNU6-46P	100873760
GJB3	2707
ATXN8	724066
MIR3607	100500805
OR1S2	219958
SNORD19	692089
FABP5P2	729163
TMEM123	114908
COQ7	10229
ZNF619	285267
GNAO1	2775
PLAC8	51316
MORC4	79710
CENPF	1063
CARTPT	9607
ST7-AS1	93653
OR11H5P	390440
RTN3	10313
SMIM9	100132963
RPL21P10	319143
RPSAP55	388122
KIR3DL1	3811
LOC100131132	100131132
RTEL1-TNFRSF6B	100533107
NEK11	79858
OR5S1P	391496
IL12RB1	3594
MIR4723	100616388
RPS12P9	727997
C20ORF187	728434
ZC3H12D	340152
LOC100505978	100505978
CA8	767
MANSC1	54682
VPS52	6293
MGC40069	348035
NUTM2A	728118
LINC00489	100861522
DMC1	11144
CHTF8P1	677883
MPV17	4358
OR4F17	81099
RNU5F-1	26828
GLYATL1P3	100287520
UBE2L6	9246
HCG11	493812
SLAIN2	57606
HAUS2	55142
SNORA7A	619563
CST4	1472
MIR133A2	406923
SLC45A3	85414
OR13C4	138804
SH3RF3	344558
SRSF1	6426
RANGRF	29098
RNA5SP247	100873503
OR5M13P	81187
PCYOX1L	78991
ZNRF4	148066
HIST1H2BK	85236
FGQTL2	100379216
PIFO	128344
NOVA2	4858
MASP1	5648
AHSA1	10598
MPDZ	8777
UNC93B5	729196
LOC100130264	100130264
OR6J1	79549
CARD17	440068
C3ORF14	57415
CD320	51293
MRPL54	116541
MIR126	406913
PSD4	23550
SYNDIG1	79953
SLC35G1	159371
SERPINA2	390502
SCARNA22	677770
LIPF	8513
TAF4B	6875
RHOB	388
LDLRAD3	143458
DYX9	474159
RPL4P6	100271033
RNA5SP511	100873562
SNORD58B	26790
CTXN2	399697
CORO6	84940
FOPNL	123811
LOC729088	729088
OR7E10P	10823
BMND9	100188882
PRUNEP1	100129595
DYX1C1	161582
RHO	6010
COLQ	8292
CCNT2-AS1	100129961
SUMO2P1	285829
DR1	1810
EFNA3	1944
BSCL2	26580
GNAT3	346562
CHST9	83539
TRMT10A	93587
KIAA1656	85371
PITPNC1	26207
FAM92A1P1	729073
C4ORF46	201725
KRT8P17	392479
OR10T2	128360
SMCR2	140768
POM121L1P	25812
GSN-AS1	57000
KRT8P21	126811
THSD4	79875
IGHJ6	28475
USP44	84101
LOC729141	729141
SNORD105B	100113382
AP1S2	8905
GOT1	2805
KREMEN1	83999
GGTLC1	92086
SLC4A9	83697
OXGR1	27199
EFR3A	23167
MIR30C2	407032
LCT	3938
DYNC1I2	1781
PXDN	7837
CDCA3	83461
HDGFRP2	84717
HNF1A-AS1	283460
ATP5HP1	390581
KCNMB4	27345
SNHG21	100505616
TRIM51DP	100419945
ST6GALNAC3	256435
LINC01347	731275
HIST1H2AG	8969
OR1D4	653166
MAPK8IP3	23162
FBRS	64319
COPS2	9318
CYCSP32	360181
TTTY15	64595
TAS2R5	54429
ATL2	64225
FGQTL4	100499169
FRMD1	79981
IL27	246778
HRES2	57046
MBD3L2	125997
RSF1	51773
NRBF2P3	643232
CCA1	878
MORF4L1P1	326591
LINC00328	51152
LOC440084	440084
SLC1A3	6507
ZNF75CP	729944
MIR151A	442893
RPS3	6188
KHDRBS3	10656
RPS18P13	100271364
MAFD8	100196912
RPS16P5	647190
LOC102725016	102725016
STAP1	26228
ARFGAP1	55738
RPL32P16	646104
ZKSCAN3	80317
DEGS1	8560
KIR2DP1	554300
ENDOG	2021
COL6A1	1291
IBD8	170595
SMCO4P1	728675
SLC35A5	55032
PHBP11	644214
EIF3L	51386
MIR1236	100302242
TLL1	7092
OR5K2	402135
SIPA1	6494
RARS	5917
NHLH1	4807
GTF2F2P1	2964
CHID1	66005
DEFA1A3	613253
USHBP1	83878
HLA-DRB8	3130
YIPF3	25844
CCL20	6364
MIR488	574441
C3ORF80	401097
ZC3H18-AS1	400555
MIR103A2	406896
RNA5SP196	100873458
CNOT2	4848
PTPN13	5783
ZNF877P	100873811
ZFAT-AS1	594840
DPT	1805
ZNF787	126208
LOC100129046	100129046
HMGN2P42	100874485
CORD1	1319
SLC12A2	6558
DNER	92737
RPL7P9	653702
DKC1	1736
AOMS1	65076
PRODH2	58510
APOL5	80831
ERV3-1	2086
FGS2	2270
LOC102723452	102723452
MDGA2	161357
LOC727896	727896
NPFF	8620
SIX2	10736
THEG5	100507527
GPR84	53831
TMEM150B	284417
IQCJ	654502
PSMC1	5700
AHCYP7	645486
MINOS1-NBL1	100532736
HYT6	100188808
RAB23	51715
FAM60BP	100421588
SNORD115@	692218
NANP	140838
RBM14-RBM4	100526737
LOC101927260	101927260
TRIP4	9325
OVOL3	728361
LINC00694	100506301
SLC5A6	8884
SCAF1	58506
MIR3152	100422869
ARHGAP9	64333
MBOAT7	79143
SPRR2E	6704
LINC01015	100507362
COA3	28958
C9ORF171	389799
FZD10-AS1	440119
CALR	811
RPS10P14	646942
ERI3	79033
C18ORF42	642597
MIR3661	100500905
PEX1	5189
INHBC	3626
GDF9	2661
MUC3B	57876
RANP6	100128266
IL2RG	3561
ALDH3B2	222
LINC01343	339442
C1ORF123	54987
SLC39A4	55630
MIR1343	100616437
LSS	4047
MTND4P20	100873352
CWF19L2	143884
STX19	415117
MTND6P21	100873332
SPG21	51324
HSPA7	3311
PRPF40A	55660
LOC100507209	100507209
FAM69B	138311
WBP2P1	147468
DOCK2	1794
ANLN	54443
PLCL1	5334
SLC7A13	157724
PLXNA4	91584
LOC255654	255654
PPP2R4	5524
IGKV@	3519
FAM73B	84895
KIF5A	3798
KCNT2	343450
ILDR2	387597
SLCO1C1	53919
MIR17HG	407975
HIST1H3A	8350
TBC1D10C	374403
NPHS1	4868
BICD1	636
GLRX3	10539
MHW1	10386
OR11H2	79334
PES1P2	347193
PCGF1	84759
ENOSF1	55556
ZNF419	79744
KLHL2P1	729249
RPL14P5	442442
LOC644135	644135
ATP5L	10632
LOC101929258	101929258
GNAZ	2781
MIR548AG2	100616440
PCS	8075
ARCN1	372
SMG1P3	100271836
MIR1912	100302144
FOXD2-AS1	84793
APBA2	321
TCERG1	10915
PSMB8	5696
RAD18	56852
RPS26P53	728823
SPERT	220082
ADAMTS8	11095
MIR4281	100422962
SNRPGP5	100874418
GYPE	2996
LINC00656	200261
JHDM1D-AS1	100134229
IKZF5	64376
ENY2	56943
TFAP2E	339488
RPS3AP32	100271258
RNU6-48P	100887744
CD1E	913
DIS3L2	129563
RRP36	88745
TMEM229B	161145
ZGPAT	84619
CTBP2P3	220147
GABRP	2568
SPG24	338090
BAIAP2L1	55971
RPL9P25	654350
SNORA41	619569
MS4A2	2206
CYB561D1	284613
EIF5A	1984
LOC145837	145837
FKBP9	11328
CTAGE1	64693
CD69	969
RMDN1	51115
MRPL3P1	359739
AQP5	362
SNORD115-15	100033453
TMEM168	64418
CCZ1B	221960
PPP1R1AP1	94304
NRXN1	9378
RPL21P29	440575
GABPA	2551
KIAA1551	55196
LOC100505474	100505474
PRKG1-AS1	100506939
REG4	83998
BATF3	55509
IFIT5	24138
MTRNR2L3	100462983
OR8B3	390271
LOC100128751	100128751
NKAIN1P1	100462647
ITPKB-AS1	100873994
SETDB2	83852
SNORD12C	26765
C1ORF111	284680
FXYD4	53828
RPL21P126	100271449
MIR4482	100616323
LINC00502	100874184
C5ORF15	56951
PPDPF	79144
CTDSPL	10217
HMHA1	23526
LINC00560	100861553
RGS22	26166
LOC728145	728145
MIR4679-2	100616192
KRTAP5-1	387264
GAPDHP61	729403
KISS1	3814
OR6V1	346517
LOC284581	284581
GUSBP3	653188
NDUFAB1	4706
PCBP2P1	101060045
CLPTM1	1209
IDH3A	3419
STK16	8576
HLA-DPB2	3116
KIAA0226L	80183
LOC100132147	100132147
ZNF812	729648
LRRC8E	80131
LEMD3	23592
PUS10	150962
IPO5	3843
IGHV3-49	28423
SBF1P1	100133234
PLEKHM2	23207
TPTE2P6	374491
PDXP	57026
LOC100132686	100132686
OSBPL8	114882
ANKRD30B	374860
AHCTF1P1	285116
MIR4769	100616147
RNA5SP307	100873581
TACO1	51204
C9ORF129	445577
RNF220	55182
TTC39A	22996
HS3ST4	9951
PRB3	5544
ABI3	51225
UFC1	51506
KRT18P48	340598
IGKV3OR2-268	3523
SPINK7	84651
POLD3	10714
NME7	29922
DHX15	1665
PLCXD3	345557
LOC100506085	100506085
CYP4F9P	100506916
RNU1-1	26871
CCDC182	101927581
MYO1H	283446
TTLL3	26140
PHKA1-AS1	100506671
CTSLP4	644496
LOC650226	650226
KMT2A	4297
APCS	325
BP1	474256
TNIP2	79155
TMEM50B	757
FBXL16	146330
GNG8	94235
AQP11	282679
FAM177A1	283635
EIF1AXP1	280661
DARS2	55157
OR5P2	120065
ITM2A	9452
DGKQ	1609
GAGE2B	645037
DVL3	1857
C1QTNF3-AMACR	100534612
RNA5SP283	100873536
LOC729839	729839
RPL7P29	643971
PRICKLE3	4007
LOC100506790	100506790
PELP1	27043
IL21-AS1	100996941
TYRO3P	7302
GLE1	2733
IGKV2D-40	28878
RNASEH1P2	390766
PSPC1	55269
SPOCK2	9806
MIR195	406971
PHC2	1912
TUBAP2	399942
OR4D9	390199
EPHA6	285220
TMEM120B	144404
LOC57399	57399
PASD1	139135
PPP1R32	220004
UNCX	340260
TRIM17	51127
CEP97	79598
SLC33A1	9197
C15ORF59	388135
GUCY1B2	2974
NT5DC2	64943
VPS41	27072
SPACA1	81833
DENND4A	10260
C1ORF127	148345
SNRPA	6626
SUGCT	79783
SEMA4F	10505
TRIM51JP	643126
RCBTB2	1102
LINC00092	100188953
FAM196B	100131897
ZDHHC14	79683
KCNJ1	3758
FBLN7	129804
PTHLH	5744
HHCM	10639
B4GALNT4	338707
POLR2KP1	100874515
LOC100128979	100128979
CNN2P2	642888
OTSC10	102723100
TPM3	7170
CDIP1	29965
RPL17P46	100271419
GM2AP2	100287900
MGR3	337892
SYNGR4	23546
SPIRE2	84501
C5ORF66-AS1	101927953
ADAMTS7P3	400406
MIR503	574506
WFDC21P	645638
LOC100129763	100129763
CNPY3	10695
IGHV7-27	28383
ZNF660	285349
DAW1	164781
RBBP9	10741
FOXI1	2299
MIR19B1	406980
MIR4735	100616363
CMBL	134147
MIR1269B	100616494
DPM3	54344
LINC00624	100289211
LINC00266-1	140849
CMTM8	152189
RARRES2	5919
TAS1R3	83756
NUDT15	55270
RNGTTP1	100421428
URGCP	55665
MIR548A3	693127
BTLA	151888
AMN	81693
SNORD115-17	100033455
PALMD	54873
MIR3913-1	100500903
GLUD1P7	414212
HIST1H2APS4	8333
WNT3	7473
SYNJ2	8871
PSTPIP1	9051
ACY3	91703
PI3	5266
TP53TG3D	729264
DENND2C	163259
CDX4	1046
MARK2P12	100421565
MIR4524A	100616316
HNRNPH1	3187
IGHV4-4	28401
HTR3D	200909
MIR193A	406968
ZNF691	51058
NOX3	50508
OTUD7A	161725
RNY1P4	100873804
HOXA3	3200
COX10	1352
DNAI1	27019
BRS3	680
PAX8-AS1	654433
GOLGA6L10	647042
MENAQ1	100188822
LOC100127974	100127974
LOC284014	284014
RHOV	171177
FAHD1	81889
BTF3	689
NCOR1P2	729490
MAFD1	4095
PFDN6	10471
EEF1GP6	100421733
GRTP1	79774
CEP57L1	285753
MIR3610	100500914
TRAV30	28652
CECR3	27442
ZNF264	9422
UBXN7	26043
ASIC1	41
SIAH1	6477
CDC73	79577
MARCH2	51257
POLR3KP2	390811
TMSB15A	11013
CCDC126	90693
TMUB1	83590
LOC100132240	100132240
NECAP2	55707
IRX6	79190
SNRPFP2	100874411
MTND2P26	100873349
HCFC1R1	54985
AOAH-IT1	100874264
SLC1A7	6512
RPL18	6141
CHCHD2P8	646630
PLIN3	10226
FLJ37505	400087
ZC3H15	55854
ERCC6L2	375748
SHMT1P1	6471
DLC1	10395
GOLGA6L3	100133220
TXNIP	10628
TMEM11	8834
RPL7AP9	441642
NRM	11270
HCG4P11	353020
OR7E93P	79282
LRRC19	64922
FBXO21	23014
TBC1D3B	414059
SFR1	119392
RGS5	8490
EXOC6B	23233
CLNS1A	1207
PPAP2A	8611
FUCA2	2519
LOC100272217	100272217
IDDM2	3401
LOC100506472	100506472
GABRB1	2560
CTNNB1	1499
PPIAP21	170536
TM6SF1	53346
TOX2	84969
NCLN	56926
ACAT2	39
RP63	100862681
MRPS31	10240
STX18-AS1	100507266
SAMD13	148418
LINC00678	101410541
CLUHP3	100132341
TSPAN15	23555
KRTAP23-1	337963
LCE2B	26239
LOC101927174	101927174
SPG25	387583
NUDT7	283927
PLRG1	5356
PMEL	6490
RAB43P1	440375
ITPRIPL2	162073
MIR1237	100302280
H2AFJ	55766
CCRN4L	25819
EIF4E	1977
MAP3K11	4296
FAM181B	220382
OPA2	4977
FAM135B	51059
APEX2	27301
KRT32	3882
LINC00106	751580
SP110	3431
RPS29P17	100129379
PVOP2	100312955
RPS27P7	100131787
NIPA2P4	100421776
CCDC135	84229
ZNF570	148268
DEFA9P	449492
CABLES2	81928
STMN1	3925
MIR518F	574472
CSAG1	158511
KRTAP9-2	83899
WISP2	8839
FAM71E1	112703
RRNAD1	51093
HIST1H2AH	85235
MYP18	100359406
PCDHB3	56132
NIPAL2	79815
PPP3CC	5533
HIST1H2BB	3018
C19ORF57	79173
DEFB109P1	245912
CNGA4	1262
LOC646021	646021
OR9A4	130075
MRPL35	51318
DCUN1D2	55208
ZNF843	283933
NRBF2P1	648532
MIR4253	100422914
NUTM2D	728130
TBRG4	9238
COL12A1	1303
TLCD2	727910
MAN2B1	4125
CD40	958
LOC100127972	100127972
ZAK	51776
NLRC3	197358
PRPF4B	8899
CEP85L	387119
KIR2DL5B	553128
PGPEP1	54858
TSPAN6	7105
ARF4P4	100129023
FAM149B1	317662
SLC22A14	9389
SPDYE9P	643909
C4ORF33	132321
MYBPC3	4607
YY1P2	647012
SNORA25	684959
AK6	102157402
AGBL3	340351
ERVMER34-1	100288413
MIR203A	406986
MALRD1	340895
CXXC1P1	392459
FEZF2	55079
RELB	5971
CMD1F	1222
KRT37	8688
OVCH1-AS1	101055625
RPL29P12	283412
CYTL1	54360
MIR711	100313843
ZBTB20	26137
LINC00323	284835
ETV6	2120
AD6	64851
CNEP1R1	255919
ACRBP	84519
MIR521-1	574494
MYPN	84665
LOC644173	644173
FUT11	170384
VN1R3	317702
RRN3P2	653390
DSG1	1828
CCL25	6370
CUL4B	8450
CTC1	80169
C19ORF12	83636
FAM138B	654412
TMEM260	54916
MIER1	57708
PRICKLE4	29964
UQCRFS1P1	100128525
LINC00909	400657
EIF3LP1	319117
HERC2P9	440248
LRIT1	26103
MIR523	574471
EPM2A	7957
CNIH2	254263
SNORD114-8	767584
SYNDIG1L	646658
E2F3	1871
LOC102724001	102724001
MIR155	406947
GUSBP2	387036
CHP1	11261
MOCOS	55034
RPS3AP29	730861
LOC102723646	102723646
MIR376A2	664615
SRPX	8406
ST13P18	643310
SPATA31D1	389763
ADAMTS5	11096
GKAP1	80318
HSFY3P	442479
PDIA4	9601
ABHD14A	25864
DYNLL1	8655
DMGDH	29958
FTH1P19	389844
LOC100506908	100506908
TXNL1	9352
PFN4	375189
ATP5LP3	53409
TMPRSS7	344805
CEP350	9857
PLA2G4A	5321
GCHFR	2644
RPL30	6156
PLEKHA5	54477
ADHD3	450089
CPXM1	56265
ZNF233	353355
AARD	441376
PCDH9-AS4	100874087
NGRN	51335
HDPA	50829
FLJ13224	79857
LRTOMT	220074
BMPR1B	658
TUBB6	84617
HMGB3P10	100129320
LOC100130238	100130238
RPL26P20	100271191
RPL15P17	728002
RSL24D1P3	100130721
TMPRSS11B	132724
PLA2G12B	84647
CRIP3	401262
RAB28	9364
SNORA70E	100379250
CYTB	4519
OR7E47P	26628
PPP1R2P6	100130972
TNNT1	7138
TBX6	6911
MIR3200	100422912
ARHGAP22-IT1	100689073
SNORD116-4	100033416
GSTO1	9446
FRS2	10818
C19ORF71	100128569
PLD4	122618
ITFG3	83986
CRMP1	1400
TIMM10	26519
CHCHD7	79145
KCNA5	3741
MIR4502	100616227
LOC644852	644852
IGAD1	10986
LOC286367	286367
C1ORF213	148898
RPL34P34	342994
PPM1H	57460
NYS4	317685
SIX1	6495
PCSK6	5046
ULK4P3	89837
VPS9D1-AS1	100128881
BEST2	54831
OR1E3	8389
ARHGAP8	23779
SPG5B	6685
CCDC117	150275
ARMCX3	51566
SARS2	54938
POMT2	29954
ZNF664-FAM101A	100533183
CHST15	51363
SPAG8	26206
VENTXP7	391518
MIR149	406941
ZSCAN12	9753
TBC1D3P5	440419
OR1F2P	26184
UBE2E1-AS1	100874092
SLC12A1	6557
OR56B4	196335
C1ORF146	388649
ACYP2	98
LPAR1	1902
MIR4527	100616264
IGSF22	283284
LINC00649	100506334
SSX1	6756
LOC100505555	100505555
PLEKHA8P1	51054
ARHGAP20	57569
LUC7L	55692
CRYAB	1410
RAD23A	5886
ST13P6	157530
ARL8B	55207
FAM157C	100996541
LACTBL1	646262
FTH1P26	100420303
VAT1	10493
SDPR	8436
KLHL10	317719
RRAS2	22800
CHDC2	286464
IGKV3-25	28911
TRAM2	9697
BRD9	65980
CCDC140	151278
LINC01144	400752
MACROD1	28992
RPL7P46	642451
RNU1-11P	26861
CCR8	1237
IGHV3-38	28429
TNNI3K	51086
SGOL2	151246
PET100	100131801
WLS	79971
LOC392264	392264
KLK12	43849
BBS12	166379
GVINP1	387751
CXCL3	2921
LOC541472	541472
ZNF517	340385
GK2	2712
SLC6A10P	386757
GLT8D2	83468
TP73	7161
BRAF	673
CEACAM22P	388550
LOC100134256	100134256
KREMEN2	79412
LIMS3-LOC440895	100271835
NBPF6	653149
TBC1D24	57465
PSMC1P1	151645
HIF1A	3091
WNK4	65266
SLC16A14	151473
ST5	6764
LPIN2	9663
HLA-DRB2	3124
FGF8	2253
RALYL	138046
IKBKGP1	246210
HTT-AS	100750326
DDX50	79009
ADAM21P1	145241
HR	55806
HSP90AA2	3324
TPPP	11076
PEX19	5824
RPS28P4	645899
MRGBP	55257
ZMAT4	79698
C1ORF180	439927
CBWD1	55871
IGKV2D-14	28889
MIR4262	100422996
IGBP1P4	391672
C2ORF83	56918
XPO6	23214
HMGA1P5	387063
SYNJ2-IT1	100874300
LINC01242	401497
PPIL6	285755
NPS	594857
TMEM136	219902
CNN2P11	100689296
ODPF	54114
SLC2A3P1	100128062
ACSBG1	23205
FAM19A1	407738
OR51S1	119692
MIR4683	100616500
FLJ20518	647476
MIR2052	100302260
CENPIP1	100419337
LOC285847	285847
AOC3	8639
LCN1P1	286310
NKAP	79576
RASD1	51655
LOC100507855	100507855
RNA5SP111	100873381
NUP205	23165
NFE2L3	9603
AMOTL1	154810
ZNF474	133923
MPPE1	65258
MIR1202	100302259
FRAXA	2477
ECHDC1	55862
LHFPL5	222662
CTSF	8722
ZNF497	162968
KRTAP19-2	337969
NLN	57486
LOC339192	339192
SNX8	29886
RPL21P28	100131205
SCARNA1	677774
SVIL	6840
SPAG16	79582
BBS4	585
PDCD1	5133
OR5K1	26339
DRD5	1816
UBQLN1P1	387117
HDAC9	9734
SEMA3F-AS1	100129060
ZSCAN23	222696
MIR4513	100616183
RBMY1F	159163
THCYTX	84434
MKI67	4288
DONSON	29980
MIPEPP2	100130099
ZFP42	132625
GALNT4	8693
USH1C	10083
APOBEC3F	200316
ME3	10873
SETDB1	9869
RBM15B	29890
JPH2	57158
UTP15	84135
TAF1D	79101
IL26	55801
HNRNPH2	3188
HOXB4	3214
MIR4781	100616315
MNDA	4332
APPBP2	10513
FLJ44477	401157
EPS15L1	58513
LPPR2	64748
LOC653631	653631
MIR941-2	100126339
LINC01311	100652736
OR2A12	346525
PDIA2	64714
GALK2	2585
CCDC82	79780
PTN	5764
FNIP2	57600
GAD2	2572
PMEPA1	56937
LOC100129129	100129129
WDSUB1	151525
MIR4514	100616181
KIAA1467	57613
SLC29A3	55315
PDCL3P2	643831
LOC100508046	100508046
TBX19	9095
LINC00904	100652909
SCA30	100359393
CRLF1	9244
RXRA	6256
CTD-2201E9.1	101929338
ABHD3	171586
ZNF29P	7577
CYP4F22	126410
RPSAP49	401537
OR2A9P	441295
GATA3	2625
DYT17	100216344
LOC100133331	100133331
SPINK5	11005
CHMP5	51510
SNORD115-5	100033442
ERCC6-PGBD3	101243544
LGI2	55203
CNN2P12	100131550
LOC100996542	100996542
IDDM7	3406
LOC391092	391092
